question_id,video_id,start,end
Interaction_T1_5921,C3JAS,41.2,50.3
Interaction_T1_5922,8Z9GW,8.3,16.8
Interaction_T1_5923,NDLY5,9.6,16.5
Interaction_T1_5924,NDLY5,25.5,30.5
Interaction_T1_5925,5QXCO,22.2,28.9
Interaction_T1_5926,5QXCO,13.6,22.3
Interaction_T1_5927,E2EHR,0.0,3.9
Interaction_T1_5928,0M1ZU,0.0,6.4
Interaction_T1_5929,8XC4G,4.6,9.4
Interaction_T1_5930,DQEC3,0.0,8.3
Interaction_T1_5934,VQP1L,17.7,23.8
Interaction_T1_5935,U7E1T,0.3,8.6
Interaction_T1_5936,YOVS5,0.0,4.4
Interaction_T1_5937,MEYZ5,15.4,25.4
Interaction_T1_5938,MEYZ5,13.3,18.2
Interaction_T1_5941,YUCU2,10.4,16.7
Interaction_T1_5943,NLWBW,2.1,8.5
Interaction_T1_5944,NLWBW,6.8,11.9
Interaction_T1_5945,NLWBW,6.2,10.8
Interaction_T1_5946,D7KU2,7.7,14.1
Interaction_T1_5947,WCLGY,14.4,22.2
Interaction_T1_5948,WCLGY,7.0,15.8
Interaction_T1_5949,WCLGY,4.3,10.1
Interaction_T1_5950,5EEFP,0.0,4.2
Interaction_T1_5951,SMS5G,11.7,17.1
Interaction_T1_5952,UTNL9,3.5,8.6
Interaction_T1_5953,0NM06,17.7,23.5
Interaction_T1_5954,0NM06,15.5,20.9
Interaction_T1_5955,X0CVU,0.0,6.8
Interaction_T1_5956,9AFQ7,2.1,10.5
Interaction_T1_5957,HLUMT,13.4,18.0
Interaction_T1_5958,10LP3,11.2,16.1
Interaction_T1_5960,CJ0U1,3.8,10.9
Interaction_T1_5963,KGMA5,0.0,5.3
Interaction_T1_5964,A7BUX,18.4,26.6
Interaction_T1_5966,A58I2,0.0,4.1
Interaction_T1_5967,33OVO,10.4,16.2
Interaction_T1_5970,33OVO,0.0,7.0
Interaction_T1_5973,3V2HJ,4.8,14.8
Interaction_T1_5974,63TU2,18.8,23.7
Interaction_T1_5975,OA6XR,15.5,22.5
Interaction_T1_5976,WTPQ6,8.9,14.9
Interaction_T1_5977,E33IO,11.4,17.2
Interaction_T1_5978,YHPLU,0.0,7.4
Interaction_T1_5979,3064K,19.2,25.0
Interaction_T1_5980,3064K,3.0,8.1
Interaction_T1_5981,JBY4E,2.8,9.2
Interaction_T1_5986,WN7T3,1.1,9.1
Interaction_T1_5987,6RXCP,1.5,7.1
Interaction_T1_5988,6RXCP,4.1,9.3
Interaction_T1_5989,6RXCP,16.7,23.3
Interaction_T1_5990,8J723,25.9,35.5
Interaction_T1_5991,2ZFNL,15.5,20.1
Interaction_T1_5992,2ZFNL,0.0,3.3
Interaction_T1_5994,2ZFNL,14.9,20.5
Interaction_T1_5995,3MLVF,16.1,21.2
Interaction_T1_5999,8VNSV,32.9,38.4
Interaction_T1_6000,2D98B,4.8,9.9
Interaction_T1_6001,2D98B,12.9,17.0
Interaction_T1_6002,2D98B,12.9,17.0
Interaction_T1_6003,5ZRFL,18.0,26.2
Interaction_T1_6004,5ZRFL,6.7,12.6
Interaction_T1_6005,5ZRFL,28.6,32.0
Interaction_T1_6006,K0Y6X,14.9,20.7
Interaction_T1_6010,EHT0A,15.4,25.0
Interaction_T1_6011,GYRQH,19.6,26.1
Interaction_T1_6012,GJC0W,5.7,11.9
Interaction_T1_6013,GJC0W,5.7,10.7
Interaction_T1_6014,GJC0W,0.0,9.9
Interaction_T1_6015,J1RLO,0.0,7.9
Interaction_T1_6016,J1RLO,18.7,25.0
Interaction_T1_6017,DED50,0.0,7.3
Interaction_T1_6019,P6SOI,21.3,31.2
Interaction_T1_6020,P6SOI,27.9,33.0
Interaction_T1_6021,P6SOI,27.2,33.0
Interaction_T1_6023,MRSYL,0.0,6.0
Interaction_T1_6024,S2IG2,32.7,38.9
Interaction_T1_6025,S2IG2,1.8,7.6
Interaction_T1_6026,G4WCE,9.3,15.5
Interaction_T1_6027,18FTZ,21.8,26.8
Interaction_T1_6028,18FTZ,25.9,33.0
Interaction_T1_6029,7JSAI,19.1,24.9
Interaction_T1_6030,7JSAI,16.5,22.9
Interaction_T1_6033,1SVJS,0.0,5.4
Interaction_T1_6035,QC9M1,6.3,15.0
Interaction_T1_6036,81YF0,0.0,6.9
Interaction_T1_6037,81YF0,20.2,28.3
Interaction_T1_6038,81YF0,21.8,28.6
Interaction_T1_6039,RVYXB,16.6,21.8
Interaction_T1_6040,W5RC5,3.1,10.4
Interaction_T1_6041,TVJ0L,2.4,7.7
Interaction_T1_6042,TVJ0L,0.4,7.4
Interaction_T1_6043,QBOOH,19.6,25.9
Interaction_T1_6044,QBOOH,17.6,23.4
Interaction_T1_6045,11TTU,9.8,15.4
Interaction_T1_6046,11TTU,0.0,7.3
Interaction_T1_6047,11TTU,5.8,11.7
Interaction_T1_6048,11TTU,4.2,9.7
Interaction_T1_6049,CM293,0.5,9.4
Interaction_T1_6050,CM293,19.7,26.3
Interaction_T1_6051,D32A4,1.9,8.9
Interaction_T1_6052,FRLW2,25.7,32.0
Interaction_T1_6053,FRLW2,8.6,15.4
Interaction_T1_6054,FRLW2,3.4,9.4
Interaction_T1_6055,C4HHB,8.6,15.3
Interaction_T1_6056,C4HHB,0.0,4.3
Interaction_T1_6057,5Q0CX,0.0,4.8
Interaction_T1_6058,3ONCH,12.1,21.2
Interaction_T1_6059,3ONCH,17.5,22.2
Interaction_T1_6060,HNTS9,1.6,8.9
Interaction_T1_6061,75KQ6,8.8,16.3
Interaction_T1_6062,75KQ6,2.6,7.6
Interaction_T1_6065,9FHVW,19.0,23.7
Interaction_T1_6066,W1SRN,10.2,16.4
Interaction_T1_6069,170OQ,14.8,23.9
Interaction_T1_6070,5C6IS,5.3,10.6
Interaction_T1_6071,5C6IS,9.7,16.0
Interaction_T1_6072,5C6IS,7.4,15.0
Interaction_T1_6073,5C6IS,10.3,15.4
Interaction_T1_6075,MNNDB,14.4,21.9
Interaction_T1_6076,MNNDB,1.3,7.1
Interaction_T1_6077,MNNDB,14.9,23.6
Interaction_T1_6078,803H6,11.0,15.9
Interaction_T1_6079,803H6,21.3,27.2
Interaction_T1_6080,EHHRS,14.2,21.7
Interaction_T1_6081,G5G8K,3.3,10.0
Interaction_T1_6082,ZO3EG,15.5,23.0
Interaction_T1_6083,ZO3EG,1.6,11.5
Interaction_T1_6086,ZO3EG,6.0,13.4
Interaction_T1_6087,Z0O2V,5.3,10.2
Interaction_T1_6088,Z0O2V,8.0,13.1
Interaction_T1_6089,Z0O2V,11.2,16.2
Interaction_T1_6090,JP60G,0.0,7.0
Interaction_T1_6091,JP60G,13.9,23.0
Interaction_T1_6092,JP60G,2.6,8.0
Interaction_T1_6093,J3ZZH,23.3,31.5
Interaction_T1_6095,J3ZZH,1.1,5.2
Interaction_T1_6096,J3ZZH,0.5,4.7
Interaction_T1_6097,MYPU6,0.5,5.8
Interaction_T1_6098,THW67,12.0,22.0
Interaction_T1_6100,THW67,21.8,30.0
Interaction_T1_6101,THW67,20.4,27.7
Interaction_T1_6102,THW67,11.2,16.4
Interaction_T1_6104,WZN0I,1.3,8.2
Interaction_T1_6105,LCEM0,22.6,29.2
Interaction_T1_6106,2DTZ3,0.3,7.3
Interaction_T1_6107,2DTZ3,7.6,12.4
Interaction_T1_6108,H8S4L,14.8,19.9
Interaction_T1_6109,3W6TL,8.4,15.1
Interaction_T1_6110,3W6TL,0.0,8.0
Interaction_T1_6111,3W6TL,0.0,8.0
Interaction_T1_6112,K4UOG,24.1,29.8
Interaction_T1_6113,YCGJS,8.0,14.4
Interaction_T1_6115,82YF1,12.7,17.4
Interaction_T1_6116,82YF1,11.8,16.4
Interaction_T1_6117,TUTOD,21.3,25.9
Interaction_T1_6118,WN2N7,19.0,23.7
Interaction_T1_6119,WN2N7,9.8,14.6
Interaction_T1_6120,KLO0K,15.0,20.1
Interaction_T1_6121,Z04NK,0.0,5.1
Interaction_T1_6122,KRRBE,5.1,10.1
Interaction_T1_6123,I8BC5,7.7,16.7
Interaction_T1_6125,ZHOP3,7.0,12.7
Interaction_T1_6126,ZHOP3,2.5,11.1
Interaction_T1_6127,ZHOP3,0.1,6.5
Interaction_T1_6128,2OWA8,0.0,7.0
Interaction_T1_6129,1YTD7,24.4,30.9
Interaction_T1_6130,D2ES2,0.0,5.8
Interaction_T1_6131,ORPD5,4.3,10.5
Interaction_T1_6132,ORPD5,0.0,5.2
Interaction_T1_6135,ORPD5,0.0,9.4
Interaction_T1_6136,WTJQ0,8.1,17.3
Interaction_T1_6137,WTJQ0,5.9,12.8
Interaction_T1_6138,WTJQ0,10.1,20.0
Interaction_T1_6139,ZU8Q1,12.9,20.9
Interaction_T1_6140,ZU8Q1,4.9,12.0
Interaction_T1_6141,ZU8Q1,0.2,7.1
Interaction_T1_6142,HWLBL,13.9,19.3
Interaction_T1_6144,GANC6,1.8,6.4
Interaction_T1_6145,GANC6,0.7,5.7
Interaction_T1_6146,TLSUX,0.9,6.4
Interaction_T1_6148,MOT57,17.9,23.3
Interaction_T1_6149,T8B7B,22.3,28.8
Interaction_T1_6151,V4HBP,20.4,29.4
Interaction_T1_6152,V4HBP,25.2,30.3
Interaction_T1_6153,V4HBP,12.2,19.3
Interaction_T1_6154,V4HBP,26.6,32.0
Interaction_T1_6155,V4HBP,15.6,21.6
Interaction_T1_6156,V4HBP,21.8,27.8
Interaction_T1_6157,5SAAB,24.2,32.0
Interaction_T1_6158,5SAAB,12.3,18.0
Interaction_T1_6159,5SAAB,21.5,26.3
Interaction_T1_6160,5SAAB,22.3,31.1
Interaction_T1_6161,86GSE,10.1,20.0
Interaction_T1_6162,86GSE,9.6,19.0
Interaction_T1_6163,R4FOQ,0.6,5.1
Interaction_T1_6164,R4FOQ,0.0,3.0
Interaction_T1_6165,R4FOQ,0.7,5.9
Interaction_T1_6166,G24CA,45.3,51.2
Interaction_T1_6170,D548M,24.1,31.4
Interaction_T1_6171,2IS9G,19.6,24.2
Interaction_T1_6172,PZS0C,2.2,8.6
Interaction_T1_6173,9J166,9.9,17.5
Interaction_T1_6174,4C1KY,28.5,34.3
Interaction_T1_6175,4C1KY,30.1,35.4
Interaction_T1_6178,WV8SY,13.1,19.0
Interaction_T1_6179,WV8SY,15.0,21.0
Interaction_T1_6181,5XAMJ,12.7,19.7
Interaction_T1_6182,3C9L1,25.1,34.3
Interaction_T1_6183,0A8ZT,10.4,19.4
Interaction_T1_6188,9Z1A3,10.0,16.3
Interaction_T1_6189,8SVWO,28.1,34.0
Interaction_T1_6190,8SVWO,13.7,23.0
Interaction_T1_6191,GRJG1,15.8,21.4
Interaction_T1_6192,GRJG1,11.0,16.0
Interaction_T1_6193,GRJG1,15.0,21.0
Interaction_T1_6195,UX8NQ,0.0,4.8
Interaction_T1_6196,X8AP2,22.3,31.0
Interaction_T1_6197,X8AP2,9.1,15.0
Interaction_T1_6198,AO8RW,3.1,12.6
Interaction_T1_6199,QXBTG,0.3,6.0
Interaction_T1_6200,QXBTG,3.1,9.8
Interaction_T1_6202,QXBTG,0.0,3.9
Interaction_T1_6203,QXBTG,2.4,10.9
Interaction_T1_6204,ZXKUH,17.5,24.6
Interaction_T1_6205,SCTNB,0.5,6.6
Interaction_T1_6206,TE421,23.3,33.0
Interaction_T1_6207,11DD3,12.4,17.5
Interaction_T1_6208,11DD3,0.0,4.5
Interaction_T1_6209,LKYCT,4.4,10.1
Interaction_T1_6210,LKYCT,21.0,26.0
Interaction_T1_6211,TGUKM,0.0,5.2
Interaction_T1_6212,TGUKM,0.0,5.5
Interaction_T1_6213,Y5ZU3,16.2,22.1
Interaction_T1_6214,97HAH,15.1,20.1
Interaction_T1_6215,97HAH,11.7,17.2
Interaction_T1_6216,97HAH,16.7,22.6
Interaction_T1_6217,97HAH,24.9,28.0
Interaction_T1_6218,XJE4Y,0.0,7.6
Interaction_T1_6219,XJE4Y,15.0,20.9
Interaction_T1_6220,XJE4Y,5.5,13.9
Interaction_T1_6221,XJE4Y,0.0,6.4
Interaction_T1_6222,XJE4Y,0.0,3.4
Interaction_T1_6228,CUD1T,8.7,14.5
Interaction_T1_6229,EXPOA,23.3,28.2
Interaction_T1_6232,313G8,21.9,27.6
Interaction_T1_6233,0F453,11.4,20.0
Interaction_T1_6234,0F453,0.3,7.9
Interaction_T1_6237,JIGAJ,27.7,34.0
Interaction_T1_6238,Q18ZQ,1.2,8.0
Interaction_T1_6240,6YN3J,0.0,9.0
Interaction_T1_6241,ETS92,11.9,16.5
Interaction_T1_6242,ETS92,14.7,19.8
Interaction_T1_6246,5JSFE,21.9,29.0
Interaction_T1_6248,G4MDY,6.5,11.4
Interaction_T1_6249,G4MDY,6.2,10.8
Interaction_T1_6251,LEG82,14.2,20.7
Interaction_T1_6254,68YR6,15.8,20.5
Interaction_T1_6255,68YR6,15.2,19.5
Interaction_T1_6257,G8YWY,4.2,8.8
Interaction_T1_6259,XJU8U,17.8,23.6
Interaction_T1_6260,XJU8U,0.0,7.3
Interaction_T1_6263,M3EAQ,12.6,18.1
Interaction_T1_6265,67MSU,0.0,3.8
Interaction_T1_6266,67MSU,20.4,26.6
Interaction_T1_6267,42MC3,18.5,25.0
Interaction_T1_6269,42MC3,0.0,5.5
Interaction_T1_6271,M40WF,0.0,4.4
Interaction_T1_6272,YP1HM,31.4,36.0
Interaction_T1_6273,YP1HM,18.6,24.0
Interaction_T1_6274,PSCWP,10.0,18.2
Interaction_T1_6275,PSCWP,28.0,33.6
Interaction_T1_6276,PSCWP,5.9,12.2
Interaction_T1_6277,PSCWP,7.2,11.9
Interaction_T1_6278,HA8MN,16.1,20.4
Interaction_T1_6279,EFIA2,24.2,29.5
Interaction_T1_6280,EFIA2,8.6,13.8
Interaction_T1_6281,EFIA2,12.5,17.7
Interaction_T1_6282,EFIA2,27.9,33.0
Interaction_T1_6283,1C6P3,0.7,8.6
Interaction_T1_6284,F44A2,19.2,25.1
Interaction_T1_6285,F44A2,0.0,3.3
Interaction_T1_6286,M506V,9.4,17.8
Interaction_T1_6287,36VYU,0.3,6.9
Interaction_T1_6290,1YAYG,21.1,26.4
Interaction_T1_6291,SSKK6,23.2,27.3
Interaction_T1_6292,SSKK6,0.0,5.2
Interaction_T1_6293,SSKK6,20.9,28.1
Interaction_T1_6294,1ZBUS,4.0,13.6
Interaction_T1_6295,1ZBUS,5.2,10.8
Interaction_T1_6297,61WIS,9.6,16.1
Interaction_T1_6298,61WIS,0.0,5.6
Interaction_T1_6300,61WIS,10.1,16.1
Interaction_T1_6301,61WIS,21.3,25.8
Interaction_T1_6302,N79WJ,16.0,24.3
Interaction_T1_6303,N79WJ,20.6,27.3
Interaction_T1_6304,6PYRZ,1.8,6.0
Interaction_T1_6305,6PYRZ,1.4,6.5
Interaction_T1_6306,8ATVC,0.0,9.9
Interaction_T1_6307,8ATVC,0.0,4.3
Interaction_T1_6308,ECXEX,4.9,12.5
Interaction_T1_6309,ECXEX,14.5,24.0
Interaction_T1_6310,ECXEX,19.8,25.2
Interaction_T1_6311,ECXEX,28.9,32.0
Interaction_T1_6312,ECXEX,28.7,32.0
Interaction_T1_6313,HURN7,11.1,19.1
Interaction_T1_6314,MV9N4,3.7,8.8
Interaction_T1_6315,MV9N4,15.0,20.0
Interaction_T1_6316,0CFQV,2.0,6.8
Interaction_T1_6317,YLE12,3.0,9.6
Interaction_T1_6318,YLE12,7.2,12.4
Interaction_T1_6319,YLE12,9.9,16.4
Interaction_T1_6320,YLE12,6.3,11.0
Interaction_T1_6321,YLE12,8.4,13.3
Interaction_T1_6322,YLE12,11.9,17.0
Interaction_T1_6323,YIV35,24.1,30.7
Interaction_T1_6324,YIV35,26.1,30.7
Interaction_T1_6328,UN86L,20.0,25.1
Interaction_T1_6330,UN86L,10.1,20.0
Interaction_T1_6332,I4N6K,17.8,24.3
Interaction_T1_6333,0M1X0,6.1,14.6
Interaction_T1_6334,0M1X0,17.9,27.8
Interaction_T1_6335,M2XIS,3.6,9.4
Interaction_T1_6336,M2XIS,0.0,6.4
Interaction_T1_6337,M2XIS,2.7,7.4
Interaction_T1_6339,9A58F,2.9,8.1
Interaction_T1_6340,9A58F,15.9,21.2
Interaction_T1_6341,9A58F,6.4,12.9
Interaction_T1_6342,9A58F,5.7,10.9
Interaction_T1_6343,9A58F,16.5,21.3
Interaction_T1_6344,EI5M3,7.1,14.9
Interaction_T1_6345,EI5M3,1.6,10.2
Interaction_T1_6346,NIPVQ,3.2,8.1
Interaction_T1_6347,NIPVQ,6.4,10.6
Interaction_T1_6349,I5ZWF,27.0,31.0
Interaction_T1_6350,ANZ0S,14.2,20.4
Interaction_T1_6351,ANZ0S,0.0,6.9
Interaction_T1_6352,8MX1T,26.1,31.7
Interaction_T1_6353,DOGYU,0.0,9.6
Interaction_T1_6354,NQKZB,26.9,35.6
Interaction_T1_6355,NQKZB,11.8,18.1
Interaction_T1_6357,JPEM7,5.7,15.0
Interaction_T1_6358,X1EZQ,22.1,29.2
Interaction_T1_6360,HVZUQ,17.7,24.3
Interaction_T1_6361,Q9TIN,18.9,27.0
Interaction_T1_6362,V47ZW,10.3,14.7
Interaction_T1_6363,V47ZW,10.3,14.7
Interaction_T1_6364,XUV0Y,15.9,20.9
Interaction_T1_6365,XUV0Y,6.7,11.9
Interaction_T1_6366,Z9XLJ,13.5,20.2
Interaction_T1_6367,XSGYC,14.1,21.1
Interaction_T1_6368,XSGYC,20.2,27.0
Interaction_T1_6369,81R3C,14.7,23.6
Interaction_T1_6370,81R3C,24.3,31.0
Interaction_T1_6371,81R3C,22.2,28.0
Interaction_T1_6372,81R3C,0.1,7.8
Interaction_T1_6373,O1J7D,6.2,12.0
Interaction_T1_6374,O1J7D,9.4,14.3
Interaction_T1_6375,O1J7D,13.0,18.0
Interaction_T1_6376,M0KKW,3.2,7.9
Interaction_T1_6377,M0KKW,4.6,12.2
Interaction_T1_6378,M0KKW,10.1,15.5
Interaction_T1_6379,UZTIW,12.1,17.9
Interaction_T1_6380,024PD,52.3,59.0
Interaction_T1_6381,024PD,2.1,10.6
Interaction_T1_6382,X226B,21.0,27.2
Interaction_T1_6383,BTR60,7.7,15.6
Interaction_T1_6384,8WQOP,22.1,28.4
Interaction_T1_6385,808H5,6.5,13.6
Interaction_T1_6386,808H5,10.5,15.9
Interaction_T1_6387,PQX96,13.2,19.2
Interaction_T1_6388,4L664,12.2,18.1
Interaction_T1_6389,4CHXK,21.2,25.0
Interaction_T1_6391,YQCYJ,26.9,36.0
Interaction_T1_6392,YQCYJ,23.9,31.6
Interaction_T1_6393,YQCYJ,0.0,4.6
Interaction_T1_6394,YQCYJ,27.6,36.0
Interaction_T1_6395,YQCYJ,4.1,8.8
Interaction_T1_6396,MUZMD,12.6,19.8
Interaction_T1_6397,EQ4GN,19.3,24.0
Interaction_T1_6398,9IY50,17.8,23.0
Interaction_T1_6399,J4U86,28.3,36.2
Interaction_T1_6400,VTIUW,11.2,15.8
Interaction_T1_6402,P8ZU6,17.4,26.3
Interaction_T1_6403,P8ZU6,8.6,17.2
Interaction_T1_6404,P8ZU6,10.7,17.0
Interaction_T1_6405,6WZ1K,20.7,26.9
Interaction_T1_6406,6WZ1K,20.6,26.8
Interaction_T1_6407,6WZ1K,21.4,26.6
Interaction_T1_6408,V2BCZ,0.0,9.4
Interaction_T1_6409,P2UBC,16.1,21.8
Interaction_T1_6410,P2UBC,0.0,9.3
Interaction_T1_6411,P2UBC,6.0,15.7
Interaction_T1_6412,3SNSC,11.6,18.2
Interaction_T1_6413,3SNSC,0.0,5.2
Interaction_T1_6415,3SNSC,14.8,21.9
Interaction_T1_6418,UBUKL,4.6,12.0
Interaction_T1_6419,DVDU2,15.5,23.8
Interaction_T1_6424,0VQCH,0.1,6.5
Interaction_T1_6425,AVSN8,21.5,26.3
Interaction_T1_6426,AVSN8,6.0,11.5
Interaction_T1_6427,2ECXI,2.1,8.1
Interaction_T1_6428,2ECXI,5.7,13.2
Interaction_T1_6429,2ECXI,10.0,14.9
Interaction_T1_6430,2ECXI,15.2,21.1
Interaction_T1_6431,2ECXI,9.2,14.0
Interaction_T1_6434,NVF2S,16.5,25.0
Interaction_T1_6435,NVF2S,18.8,23.7
Interaction_T1_6436,NVF2S,13.4,18.2
Interaction_T1_6437,L347E,28.3,33.8
Interaction_T1_6438,DG33V,13.2,19.6
Interaction_T1_6440,RNCN8,18.2,26.1
Interaction_T1_6441,RNCN8,13.2,19.3
Interaction_T1_6442,RNCN8,22.3,30.0
Interaction_T1_6443,RNCN8,16.3,21.6
Interaction_T1_6444,CCTIO,9.4,16.5
Interaction_T1_6445,CCTIO,4.1,8.9
Interaction_T1_6446,GA4EI,13.4,21.7
Interaction_T1_6447,GA4EI,30.3,36.6
Interaction_T1_6448,WCY52,21.3,27.4
Interaction_T1_6449,WCY52,22.7,28.8
Interaction_T1_6451,4L6GZ,9.0,15.5
Interaction_T1_6452,4L6GZ,11.5,19.1
Interaction_T1_6453,VS2RI,0.0,8.2
Interaction_T1_6454,BLFEV,26.7,32.6
Interaction_T1_6455,CII5H,6.5,14.7
Interaction_T1_6456,TW2F4,26.5,32.0
Interaction_T1_6457,OXEMQ,10.1,18.2
Interaction_T1_6458,OXEMQ,4.6,9.8
Interaction_T1_6459,OXEMQ,6.0,15.4
Interaction_T1_6460,OXEMQ,13.8,21.3
Interaction_T1_6462,KC863,23.6,30.6
Interaction_T1_6463,S8PVE,0.0,3.8
Interaction_T1_6464,BY6ZZ,7.9,14.0
Interaction_T1_6465,LK3BW,0.0,4.6
Interaction_T1_6467,NZCG8,22.4,30.7
Interaction_T1_6468,C9FMC,4.6,12.2
Interaction_T1_6472,75RPN,10.2,16.8
Interaction_T1_6474,FM6KD,27.0,36.1
Interaction_T1_6475,FM6KD,0.0,6.1
Interaction_T1_6476,FM6KD,28.0,33.3
Interaction_T1_6478,FFBK3,22.3,29.1
Interaction_T1_6479,TVDWJ,1.0,5.6
Interaction_T1_6480,7FTZR,16.2,24.0
Interaction_T1_6481,ED6VQ,6.8,13.0
Interaction_T1_6483,55OAL,7.7,16.7
Interaction_T1_6484,VX82P,5.2,9.9
Interaction_T1_6485,64F1C,16.2,24.7
Interaction_T1_6486,MA1ON,1.0,5.0
Interaction_T1_6487,CMI7U,14.6,21.3
Interaction_T1_6488,CMI7U,7.2,12.3
Interaction_T1_6489,LF49A,9.6,16.4
Interaction_T1_6490,LF49A,9.3,14.4
Interaction_T1_6491,00YZL,25.4,34.0
Interaction_T1_6492,00YZL,29.9,34.0
Interaction_T1_6493,2LMQF,19.2,24.5
Interaction_T1_6494,47I6H,6.4,15.8
Interaction_T1_6495,KJ8G2,14.2,19.9
Interaction_T1_6497,6BI70,7.6,13.6
Interaction_T1_6498,N5895,3.4,8.2
Interaction_T1_6499,5776I,0.0,6.6
Interaction_T1_6500,5776I,8.3,17.1
Interaction_T1_6501,DMI87,0.1,9.5
Interaction_T1_6502,DMI87,1.5,7.2
Interaction_T1_6503,DMI87,13.5,22.1
Interaction_T1_6504,TWLUH,0.0,6.8
Interaction_T1_6505,30LGT,20.3,25.3
Interaction_T1_6506,4VODV,29.9,36.0
Interaction_T1_6507,4VODV,27.6,34.2
Interaction_T1_6508,4VODV,26.0,30.4
Interaction_T1_6509,4VODV,25.8,32.5
Interaction_T1_6510,TKWJB,22.1,31.4
Interaction_T1_6511,TKWJB,13.7,18.7
Interaction_T1_6512,TKWJB,18.1,23.2
Interaction_T1_6513,IXISD,10.7,15.6
Interaction_T1_6514,XJH5D,16.5,24.5
Interaction_T1_6515,XJH5D,23.6,31.0
Interaction_T1_6516,XJH5D,25.2,31.0
Interaction_T1_6517,N7ZBM,8.8,13.6
Interaction_T1_6518,N7ZBM,22.5,31.0
Interaction_T1_6519,TF6P8,4.8,14.0
Interaction_T1_6520,TF6P8,13.3,19.4
Interaction_T1_6521,TF6P8,21.0,26.0
Interaction_T1_6523,3CAPI,29.1,34.0
Interaction_T1_6525,N14BK,35.0,42.1
Interaction_T1_6526,N14BK,32.7,39.5
Interaction_T1_6529,NHXI3,4.0,10.9
Interaction_T1_6530,NHXI3,4.5,13.4
Interaction_T1_6531,NY8P3,17.3,22.1
Interaction_T1_6532,RYK18,25.5,30.5
Interaction_T1_6533,RSFII,9.0,18.9
Interaction_T1_6534,RSFII,28.8,37.0
Interaction_T1_6535,NEE6E,25.0,29.0
Interaction_T1_6536,HI81L,2.8,9.5
Interaction_T1_6537,HI81L,0.0,6.6
Interaction_T1_6538,D8OSC,5.9,11.1
Interaction_T1_6539,D8OSC,5.4,10.9
Interaction_T1_6540,OELNE,4.0,8.5
Interaction_T1_6541,I6NJ6,0.0,9.4
Interaction_T1_6542,I6NJ6,4.1,10.5
Interaction_T1_6543,I6NJ6,13.7,19.6
Interaction_T1_6545,HMLJX,22.0,27.3
Interaction_T1_6546,HMLJX,21.3,28.2
Interaction_T1_6547,RXIAX,5.6,11.4
Interaction_T1_6548,UZIQS,22.7,31.0
Interaction_T1_6549,UZIQS,13.4,21.2
Interaction_T1_6550,ZXN6A,4.3,9.9
Interaction_T1_6551,ZXN6A,2.1,7.5
Interaction_T1_6552,ZXN6A,0.0,4.7
Interaction_T1_6553,ZXN6A,23.8,29.2
Interaction_T1_6554,4U52R,8.5,15.0
Interaction_T1_6555,13MWT,3.1,11.9
Interaction_T1_6556,13MWT,2.8,11.4
Interaction_T1_6557,WM8QQ,25.1,31.6
Interaction_T1_6558,WM8QQ,23.7,29.9
Interaction_T1_6559,WM8QQ,2.4,9.7
Interaction_T1_6560,WM8QQ,4.8,11.9
Interaction_T1_6561,T8XGN,11.8,17.9
Interaction_T1_6562,5NK4L,25.6,31.8
Interaction_T1_6563,5NK4L,27.3,35.0
Interaction_T1_6564,9XFJX,9.4,16.7
Interaction_T1_6565,EJPO8,2.1,9.2
Interaction_T1_6566,P5JRJ,22.0,25.0
Interaction_T1_6567,6N7G6,0.2,7.3
Interaction_T1_6570,250SN,4.0,10.5
Interaction_T1_6571,250SN,4.0,10.5
Interaction_T1_6572,PW9P0,4.8,9.2
Interaction_T1_6573,8NS1G,24.7,31.0
Interaction_T1_6574,8NS1G,24.2,30.7
Interaction_T1_6575,8PRDP,13.0,21.0
Interaction_T1_6576,8PRDP,22.4,28.5
Interaction_T1_6577,VCV6A,0.2,4.3
Interaction_T1_6578,VCV6A,12.1,21.2
Interaction_T1_6579,VCV6A,2.7,7.9
Interaction_T1_6580,ONA0S,9.5,19.5
Interaction_T1_6581,6TJVS,2.4,9.0
Interaction_T1_6582,94LXD,31.5,36.0
Interaction_T1_6583,EOAR1,11.8,18.3
Interaction_T1_6584,EOAR1,7.3,14.3
Interaction_T1_6585,EOAR1,2.5,8.7
Interaction_T1_6586,TWZA4,0.5,6.7
Interaction_T1_6587,TWZA4,0.0,4.2
Interaction_T1_6589,M1GW9,0.2,5.2
Interaction_T1_6591,M1GW9,13.5,23.5
Interaction_T1_6592,A3AV0,22.5,29.0
Interaction_T1_6594,Z6HSZ,12.3,21.3
Interaction_T1_6595,8VDZ7,16.1,25.9
Interaction_T1_6597,FAZXS,0.1,9.9
Interaction_T1_6598,FAZXS,6.2,12.9
Interaction_T1_6599,FAZXS,5.4,10.8
Interaction_T1_6600,WYCRK,24.7,31.0
Interaction_T1_6601,83D9H,23.2,28.2
Interaction_T1_6602,83D9H,16.5,22.7
Interaction_T1_6603,83D9H,21.0,27.1
Interaction_T1_6604,83D9H,13.3,19.3
Interaction_T1_6605,83D9H,16.1,22.5
Interaction_T1_6606,IQSWM,22.0,28.0
Interaction_T1_6607,IQSWM,23.3,28.0
Interaction_T1_6608,PWJ3J,17.9,27.3
Interaction_T1_6609,TW6NZ,23.0,27.8
Interaction_T1_6610,TW6NZ,8.7,14.2
